Term,Score,Polarity,isAcquired,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
interesting,1,POS,N,,,,,,,,,,,,,,,,,,,,
interests,1,POS,N,,,,,,,,,,,,,,,,,,,,
interfere,1,NEG,N,,,,,,,,,,,,,,,,,,,,
interference,1,NEG,N,,,,,,,,,,,,,,,,,,,,
interferes,1,NEG,N,,,,,,,,,,,,,,,,,,,,
intermittent,1,NEG,N,,,,,,,,,,,,,,,,,,,,
interrupt,1,NEG,N,,,,,,,,,,,,,,,,,,,,
interruption,1,NEG,N,,,,,,,,,,,,,,,,,,,,
interruptions,1,NEG,N,,,,,,,,,,,,,,,,,,,,
intimacy,1,POS,N,,,,,,,,,,,,,,,,,,,,
intimate,1,POS,N,,,,,,,,,,,,,,,,,,,,
intimidate,1,NEG,N,,,,,,,,,,,,,,,,,,,,
intimidating,1,NEG,N,,,,,,,,,,,,,,,,,,,,
intimidatingly,1,NEG,N,,,,,,,,,,,,,,,,,,,,
intimidation,1,NEG,N,,,,,,,,,,,,,,,,,,,,
intolerable,1,NEG,N,,,,,,,,,,,,,,,,,,,,
intolerablely,1,NEG,N,,,,,,,,,,,,,,,,,,,,
intolerance,1,NEG,N,,,,,,,,,,,,,,,,,,,,
intoxicate,1,NEG,N,,,,,,,,,,,,,,,,,,,,
intractable,1,NEG,N,,,,,,,,,,,,,,,,,,,,
intransigence,1,NEG,N,,,,,,,,,,,,,,,,,,,,
intransigent,1,NEG,N,,,,,,,,,,,,,,,,,,,,
intricate,1,POS,N,,,,,,,,,,,,,,,,,,,,
intrigue,1,POS,N,,,,,,,,,,,,,,,,,,,,
intriguing,1,POS,N,,,,,,,,,,,,,,,,,,,,
intriguingly,1,POS,N,,,,,,,,,,,,,,,,,,,,
intrude,1,NEG,N,,,,,,,,,,,,,,,,,,,,
intrusion,1,NEG,N,,,,,,,,,,,,,,,,,,,,
intrusive,1,NEG,N,,,,,,,,,,,,,,,,,,,,
intuitive,1,POS,N,,,,,,,,,,,,,,,,,,,,
inundate,1,NEG,N,,,,,,,,,,,,,,,,,,,,
inundated,1,NEG,N,,,,,,,,,,,,,,,,,,,,
invader,1,NEG,N,,,,,,,,,,,,,,,,,,,,
invalid,1,NEG,N,,,,,,,,,,,,,,,,,,,,
invalidate,1,NEG,N,,,,,,,,,,,,,,,,,,,,
invalidity,1,NEG,N,,,,,,,,,,,,,,,,,,,,
invaluable,1,POS,N,,,,,,,,,,,,,,,,,,,,
invaluablely,1,POS,N,,,,,,,,,,,,,,,,,,,,
invasive,1,NEG,N,,,,,,,,,,,,,,,,,,,,
invective,1,NEG,N,,,,,,,,,,,,,,,,,,,,
inveigle,1,NEG,N,,,,,,,,,,,,,,,,,,,,
inventive,1,POS,N,,,,,,,,,,,,,,,,,,,,
invidious,1,NEG,N,,,,,,,,,,,,,,,,,,,,
invidiously,1,NEG,N,,,,,,,,,,,,,,,,,,,,
invidiousness,1,NEG,N,,,,,,,,,,,,,,,,,,,,
invigorate,1,POS,N,,,,,,,,,,,,,,,,,,,,
invigorating,1,POS,N,,,,,,,,,,,,,,,,,,,,
invincibility,1,POS,N,,,,,,,,,,,,,,,,,,,,
invincible,1,POS,N,,,,,,,,,,,,,,,,,,,,
inviolable,1,POS,N,,,,,,,,,,,,,,,,,,,,
inviolate,1,POS,N,,,,,,,,,,,,,,,,,,,,
invisible,1,NEG,N,,,,,,,,,,,,,,,,,,,,
involuntarily,1,NEG,N,,,,,,,,,,,,,,,,,,,,
involuntary,1,NEG,N,,,,,,,,,,,,,,,,,,,,
invulnerable,1,POS,N,,,,,,,,,,,,,,,,,,,,
irascible,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irate,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irately,1,NEG,N,,,,,,,,,,,,,,,,,,,,
ire,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irk,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irked,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irking,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irks,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irksome,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irksomely,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irksomeness,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irksomenesses,1,NEG,N,,,,,,,,,,,,,,,,,,,,
ironic,1,NEG,N,,,,,,,,,,,,,,,,,,,,
ironical,1,NEG,N,,,,,,,,,,,,,,,,,,,,
ironically,1,NEG,N,,,,,,,,,,,,,,,,,,,,
ironies,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irony,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irragularity,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irrational,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irrationalities,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irrationality,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irrationally,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irrationals,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irreconcilable,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irrecoverable,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irrecoverableness,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irrecoverablenesses,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irrecoverably,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irredeemable,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irredeemably,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irreformable,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irregular,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irregularity,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irrelevance,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irrelevant,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irreparable,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irreplaceable,1,POS,N,,,,,,,,,,,,,,,,,,,,
irreplacible,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irrepressible,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irreproachable,1,POS,N,,,,,,,,,,,,,,,,,,,,
irresistible,1,POS,N,,,,,,,,,,,,,,,,,,,,
irresistibly,1,POS,N,,,,,,,,,,,,,,,,,,,,
irresolute,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irresolvable,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irresponsible,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irresponsibly,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irretating,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irretrievable,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irreversible,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irritable,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irritably,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irritant,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irritate,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irritated,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irritating,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irritation,1,NEG,N,,,,,,,,,,,,,,,,,,,,
irritations,1,NEG,N,,,,,,,,,,,,,,,,,,,,
isolate,1,NEG,N,,,,,,,,,,,,,,,,,,,,
isolated,1,NEG,N,,,,,,,,,,,,,,,,,,,,
isolation,1,NEG,N,,,,,,,,,,,,,,,,,,,,
issue-free,1,POS,N,,,,,,,,,,,,,,,,,,,,
itch,1,NEG,N,,,,,,,,,,,,,,,,,,,,
itching,1,NEG,N,,,,,,,,,,,,,,,,,,,,
itchy,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jabber,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jaded,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jagged,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jam,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jarring,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jaundiced,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jaw-droping,1,POS,N,,,,,,,,,,,,,,,,,,,,
jaw-dropping,1,POS,N,,,,,,,,,,,,,,,,,,,,
jealous,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jealously,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jealousness,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jealousy,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jeer,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jeering,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jeeringly,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jeers,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jeopardize,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jeopardy,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jerk,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jerky,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jitter,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jitters,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jittery,1,NEG,N,,,,,,,,,,,,,,,,,,,,
job-killing,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jobless,1,NEG,N,,,,,,,,,,,,,,,,,,,,
joke,1,NEG,N,,,,,,,,,,,,,,,,,,,,
joker,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jollify,1,POS,N,,,,,,,,,,,,,,,,,,,,
jolly,1,POS,N,,,,,,,,,,,,,,,,,,,,
jolt,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jovial,1,POS,N,,,,,,,,,,,,,,,,,,,,
joy,1,POS,N,,,,,,,,,,,,,,,,,,,,
joyful,1,POS,N,,,,,,,,,,,,,,,,,,,,
joyfully,1,POS,N,,,,,,,,,,,,,,,,,,,,
joyous,1,POS,N,,,,,,,,,,,,,,,,,,,,
joyously,1,POS,N,,,,,,,,,,,,,,,,,,,,
jubilant,1,POS,N,,,,,,,,,,,,,,,,,,,,
jubilantly,1,POS,N,,,,,,,,,,,,,,,,,,,,
jubilate,1,POS,N,,,,,,,,,,,,,,,,,,,,
jubilation,1,POS,N,,,,,,,,,,,,,,,,,,,,
jubiliant,1,POS,N,,,,,,,,,,,,,,,,,,,,
judder,1,NEG,N,,,,,,,,,,,,,,,,,,,,
juddering,1,NEG,N,,,,,,,,,,,,,,,,,,,,
judders,1,NEG,N,,,,,,,,,,,,,,,,,,,,
judicious,1,POS,N,,,,,,,,,,,,,,,,,,,,
jumpy,1,NEG,N,,,,,,,,,,,,,,,,,,,,
junk,1,NEG,N,,,,,,,,,,,,,,,,,,,,
junky,1,NEG,N,,,,,,,,,,,,,,,,,,,,
junkyard,1,NEG,N,,,,,,,,,,,,,,,,,,,,
justly,1,POS,N,,,,,,,,,,,,,,,,,,,,
jutter,1,NEG,N,,,,,,,,,,,,,,,,,,,,
jutters,1,NEG,N,,,,,,,,,,,,,,,,,,,,
kaput,1,NEG,N,,,,,,,,,,,,,,,,,,,,
keen,1,POS,N,,,,,,,,,,,,,,,,,,,,
keenly,1,POS,N,,,,,,,,,,,,,,,,,,,,
keenness,1,POS,N,,,,,,,,,,,,,,,,,,,,
kid-friendly,1,POS,N,,,,,,,,,,,,,,,,,,,,
kill,1,NEG,N,,,,,,,,,,,,,,,,,,,,
killed,1,NEG,N,,,,,,,,,,,,,,,,,,,,
killer,1,NEG,N,,,,,,,,,,,,,,,,,,,,
killing,1,NEG,N,,,,,,,,,,,,,,,,,,,,
killjoy,1,NEG,N,,,,,,,,,,,,,,,,,,,,
kills,1,NEG,N,,,,,,,,,,,,,,,,,,,,
kindliness,1,POS,N,,,,,,,,,,,,,,,,,,,,
kindly,1,POS,N,,,,,,,,,,,,,,,,,,,,
kindness,1,POS,N,,,,,,,,,,,,,,,,,,,,
knave,1,NEG,N,,,,,,,,,,,,,,,,,,,,
knife,1,NEG,N,,,,,,,,,,,,,,,,,,,,
knock,1,NEG,N,,,,,,,,,,,,,,,,,,,,
knotted,1,NEG,N,,,,,,,,,,,,,,,,,,,,
knowledgeable,1,POS,N,,,,,,,,,,,,,,,,,,,,
kook,1,NEG,N,,,,,,,,,,,,,,,,,,,,
kooky,1,NEG,N,,,,,,,,,,,,,,,,,,,,
kudos,1,POS,N,,,,,,,,,,,,,,,,,,,,
lack,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lackadaisical,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lacked,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lackey,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lackeys,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lacking,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lackluster,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lacks,1,NEG,N,,,,,,,,,,,,,,,,,,,,
laconic,1,NEG,N,,,,,,,,,,,,,,,,,,,,
laden,0.8269409,NEG,Y,"The committee of creditors of Essar Steel has clarified to an appellate tribunal that ArcelorMittals bid for Essar Steel was for Rs 39,500 crore and a minimum of Rs 2,500 crore for profits of the debt <span class=""OP"">laden</span> steelmaker during insolvency proceedings.","To wit: What happens when a struggling transgender teen finds himself through an activity <span class=""OP"">laden</span> with gender-based rules and restrictions?","With the drug-releasing mesh developed for this study (consisting of alginate hydrogel and <span class=""OP"">laden</span> with TMZ‐loaded PLGA microspheres), the researchers found they could release TMZ over the tumor site for seven weeks at a time.","Nm provides better acceleration, less engine wear and better fuel consumption in <span class=""OP"">laden</span> condition.","The committee of creditors of Essar Steel has clarified to an appellate tribunal that ArcelorMittals bid for Essar Steel was for Rs 39,500 crore and a minimum of Rs 2,500 crore for profits of the debt <span class=""OP"">laden</span> steelmaker during insolvency proceedings.","Two ships—one <span class=""OP"">laden</span> with 200 tons of TNT—",,,,,,,,,,,,,,
lag,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lagged,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lagging,1,NEG,N,,,,,,,,,,,,,,,,,,,,
laggy,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lags,1,NEG,N,,,,,,,,,,,,,,,,,,,,
laid-off,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lambast,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lambaste,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lame,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lame-duck,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lament,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lamentable,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lamentably,1,NEG,N,,,,,,,,,,,,,,,,,,,,
languid,1,NEG,N,,,,,,,,,,,,,,,,,,,,
languish,1,NEG,N,,,,,,,,,,,,,,,,,,,,
languor,1,NEG,N,,,,,,,,,,,,,,,,,,,,
languorous,1,NEG,N,,,,,,,,,,,,,,,,,,,,
languorously,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lanky,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lapse,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lapsed,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lapses,1,NEG,N,,,,,,,,,,,,,,,,,,,,
large,0.7926867,POS,Y,"A <span class=""OP"">large</span> amount of our successful partnership with vendors is based on this and we will continue to maintain this business strategy as we grow.","""BP is already a <span class=""OP"">large</span> investor here, and we see further attractive, strategic opportunities to support this growth.""","The company's railway business continues to remain on a high growth trajectory and the <span class=""OP"">large</span> orders would further consolidate its leadership position in this sector.","While the majority of participants were <span class=""OP"">large</span> companies from the greater Stuttgart area, Rolls-Royce – a company from the deep south of the state – was something of a novelty.","The onboard PCIe M.2 NVMe SSD allows for <span class=""OP"">large</span> models and complex 3D rendering in real time.","These partnerships are only some recent examples of the innovative applications of cloud-based AI and analytics that are coming from vendors <span class=""OP"">large</span> and small each day.","As one of the worlds top sporting cities and a major destination for conferences and concerts, the City of Glasgow frequently attracts <span class=""OP"">large</span> crowds of visitors.","Koya Digital: Utilised IoT and AI to monitor, predict and influence, the flow of <span class=""OP"">large</span> groups of people travelling through urban environments.","Holding fan-free competitions, with only sports officials and broadcasters as spectators, was one of a number of options suggested for managing <span class=""OP"">large</span> sporting events in the weeks and months before the Games.","Two <span class=""OP"">large</span> deals have been announced and as our tradition goes, we just talk about the net new Total Contract Value (TCV)","There are fewer utility workers able to move into middle- and upper-management positions, contributing to a workforce gap as the <span class=""OP"">large</span> number of Baby Boomers retire.","It is a farm equipment rental business, which aims to bring the sharing economy to rural India by creating a <span class=""OP"">large</span> inventory of farm equipment on rent.","L&Ts hostile bid to acquire a controlling stake in Mindtree is the first in Indias over $154 billion software services industry and is rare for Indias corporate sector, where unsolicited suitors are usually deterred by founders with <span class=""OP"">large</span> shareholdings.","ITIs UNITE platform could potentially have broad therapeutic applications in oncology, including viral antigens, cancer antigens, neoantigens and antigen-derived antibodies as biologics and ITI has built a <span class=""OP"">large</span> pipeline from UNITE with six oncology programs and two allergy programs.","Perhaps, this is for first time that such <span class=""OP"">large</span> consortium of lenders, largely from Asia, is working together to arrange the offshore money for the conglomerate, said another person.","Sybill Storz to undertake a series of transformative projects of high impact to meaningfully increase access to quality healthcare, while lowering costs, in a Native American community that has a challenging infrastructure (such as a <span class=""OP"">large</span> land mass, unimproved roads and minimal public utility delivery), lack of significant sources of revenue, has a hospital that is tribally run, and has the support and encouragement of administration, medical staff, and tribal leadership to collaboratively undertake and sustain programs to provide access to advanced medical procedures as a center of excellence in Native American communities, not with standing the revenue and infrastructure challenges.","Ashok Simon, Former General Manager - Projects, BPCL Kochi said, """"Emerson's <span class=""OP"">large</span> project management and engineering teams put in tremendous efforts in helping us complete the commissioning of all nine process units and achieve significant milestones in record time.",,,
large-capacity,1,POS,N,,,,,,,,,,,,,,,,,,,,
largest,0.9996792,POS,Y,"As one of the worlds <span class=""OP"">largest</span> auto groups, we see enormous opportunities for digital manufacturing technologies to speed our innovation cycle, bring new products to market faster, and improve our manufacturing efficiency and sustainability.","Bob Dudley said that India is set to be the world's <span class=""OP"">largest</span> growth market for energy by the mid-2020s. ""","According to the company officials, the venture is also expected to benefit from access to fuel supplies from RIL's Jamnagar refining complex in Gujarat, which is the world's <span class=""OP"">largest</span> refinery complex.","A team from JSW Steel, Indias second <span class=""OP"">largest</span> private steelmaker, has started looking at the company and its prospects, the person cited above said on condition of anonymity.","In May 2018, it bought Italys second <span class=""OP"">largest</span> steel plant Aferpi for ₹600 crore and in June, it committed nearly ₹3,400 crore to acquire and upgrade US-based integrated steel plant Acero Junction.","British Steel is the UKs second <span class=""OP"">largest</span> steel company and employs about 5,000 people directly.","With around 200,000 visitors, the CSD event in Stuttgart is one of the <span class=""OP"">largest</span> in Germany.","""China is Siemens Healthineers' second <span class=""OP"">largest</span> market after the United States ...","With over 100 technical learning seminars and 50 exhibits, MiA attracts one of the <span class=""OP"">largest</span> concentration of engineers in the country, annually.",""" Aris Xenofontos from Seaya Ventures commented, """"We are very excited to have the opportunity to join Pablo and the team in their journey to help any kind of organisation prevent digital fraud and become the world's <span class=""OP"">largest</span> database of fraudster digital identities.","South Eastern Coalfields (SECL), Coal Indias <span class=""OP"">largest</span> subsidiary, too, had proposed a 25 percent cut in senior employees salaries following unmet financial and production targets, the report said.","Singapore – August 19, 2019 – Revetments made with BASFs innovative solution for coastal protection, Elastocoast, now spans an additional 820m2 of the shoreline at Gwanme-do Beach in South Koreas <span class=""OP"">largest</span> national park, Dadohae-haesang National Park.","But, it was the last quarter when we informed that restructuring work is on at our <span class=""OP"">largest</span> banking customer and there is also a budget cut at their end.","Siemens epitomises the upheaval caused by the Energiewende in the worlds fourth <span class=""OP"">largest</span> economy like few other companies.","The Power and Gas division, which specialises in gas turbines, is by revenue still the companys <span class=""OP"">largest</span> business and has long been instrumental for the groups total profits.","It is also in conflict with the Italian government over its attempt to walk away from a 2018 deal to buy Ilva, Europes <span class=""OP"">largest</span> steel plant.","L&T, best known as Indias <span class=""OP"">largest</span> engineer, announced late on Monday that it was buying a fifth of Mindtree for roughly $475 million and planned further acquisitions to raise its stake to 66 percent, spending $1.6 billion in total.",,,
lascivious,1,NEG,N,,,,,,,,,,,,,,,,,,,,
last-ditch,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lasting,0.9999149,POS,Y,"It is an eco-friendly, long <span class=""OP"">lasting</span> and durable due to its high impact strength, good dimensional stability and low drying shrinkage abilities.","""POWER in 2018 reported on the <span class=""OP"">lasting</span> impact that a dip in training programs has had on the utility workforce.","Such slowdowns were seen in 2002, 2008-2009 and 2013-2014, with each one <span class=""OP"">lasting</span> 6-8 months.","Mishra requested Mahindra to produce cars with allowance of just five honks every 10 minutes, with each honk <span class=""OP"">lasting</span> just three seconds. ""","Our unique Jotamastic steel coating, will enable this landmark project to endure the very harshest natural environments, linking communities, improving communications, and delivering <span class=""OP"">lasting</span> benefits for the local economies.","In this way, German Doctors has provided <span class=""OP"">lasting</span> help for more than 30 years.","Martina's drive and ability to lead have had a <span class=""OP"">lasting</span> impact resulting in sustained sales growth for Hilti Canada during her tenure.","This may take some time to achieve, but it may make all the difference when attempting to reach the goal of long <span class=""OP"">lasting</span> success.","This may take some time to achieve, but it may make all the difference when attempting to reach the goal of long <span class=""OP"">lasting</span> success.","With this solution, KARL STORZ offers the best of both worlds: The duodenoscopy system is a reusable medical device, offering outstanding quality and <span class=""OP"">lasting</span> functionality.","We made sure that we create and deliver a dazzling experience for the attendees so they can have a <span class=""OP"">lasting</span> impression of this event.","Quite a contrasting end to the day for both players in a game that was also the shortest game of the day <span class=""OP"">lasting</span> only 22 moves.","The primary concern, however, is the <span class=""OP"">lasting</span> quality of the bond when the adhesive is dry.","The 3D printed wheel arches and other components such as the sills and balcony of the VisionVenture are protected by the polyurea spray coating Elastocoat C, which gives <span class=""OP"">lasting</span> protection from stains, scratches or impact damage from stones.","Successful completion of the corporate insolvency resolution process for these two accounts would bring closure to eight companies from the RBIs list and could help strengthen the confidence in the IBC, despite the significant delays seen in the process with most of the CIRPs <span class=""OP"">lasting</span> more than 500 days, Abhishek Dafria, Vice President & Co-Head, Corporate Ratings, ICRA.","The cardinal commented that after the horrors of the war in the 1990s, Bosnia was still in particular need of aid, assistance, and support to ensure <span class=""OP"">lasting</span> peace and to support a reconciled unity between confessions, religions, and ethnic groups.","""Our Olympic partnership will ensure that the Games are the most inclusive, accessible and sustainable yet, and leave a <span class=""OP"">lasting</span> positive legacy for athletes and host communities,"""" said Airbnb co-founder Joe Gebbia.",,,
latency,1,NEG,N,,,,,,,,,,,,,,,,,,,,
laud,1,POS,N,,,,,,,,,,,,,,,,,,,,
laudable,1,POS,N,,,,,,,,,,,,,,,,,,,,
laudably,1,POS,N,,,,,,,,,,,,,,,,,,,,
laughable,1,NEG,N,,,,,,,,,,,,,,,,,,,,
laughably,1,NEG,N,,,,,,,,,,,,,,,,,,,,
laughingstock,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lavish,1,POS,N,,,,,,,,,,,,,,,,,,,,
lavishly,1,POS,N,,,,,,,,,,,,,,,,,,,,
law-abiding,1,POS,N,,,,,,,,,,,,,,,,,,,,
lawbreaker,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lawbreaking,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lawful,1,POS,N,,,,,,,,,,,,,,,,,,,,
lawfully,1,POS,N,,,,,,,,,,,,,,,,,,,,
lawless,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lawlessness,1,NEG,N,,,,,,,,,,,,,,,,,,,,
layoff,1,NEG,N,,,,,,,,,,,,,,,,,,,,
layoff-happy,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lazy,1,NEG,N,,,,,,,,,,,,,,,,,,,,
leading,1,POS,N,,,,,,,,,,,,,,,,,,,,
leads,1,POS,N,,,,,,,,,,,,,,,,,,,,
leak,1,NEG,N,,,,,,,,,,,,,,,,,,,,
leakage,1,NEG,N,,,,,,,,,,,,,,,,,,,,
leakages,1,NEG,N,,,,,,,,,,,,,,,,,,,,
leaking,1,NEG,N,,,,,,,,,,,,,,,,,,,,
leaks,1,NEG,N,,,,,,,,,,,,,,,,,,,,
leaky,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lean,1,POS,N,,,,,,,,,,,,,,,,,,,,
leaner,0.99845934,POS,Y,"""We will go forward as a new company that is <span class=""OP"">leaner</span> and fitter, building on the sustained investment of recent years in new products and the autonomous, connected, electric and shared technologies that will drive future demand.""","Because they always review the process that they are executing, it leads to a <span class=""OP"">leaner</span> process.","We will go forward as a transformed company that is <span class=""OP"">leaner</span> and fitter, building on the sustained investment of recent years in new products and the autonomous, connected, electric and shared technologies that will drive future demand,"""" he said.","Savings in 2019 will be achieved mainly through the streamlining of Group functions and country organizations as they move to the businesses and the establishment of a new, <span class=""OP"">leaner</span> corporate structure.","We are aiming to develop a simpler and <span class=""OP"">leaner</span> organisation, capable of sustainably financing high levels of investment, which are essential to our long-term success, Tata Steel spokesperson was quoted as saying.","""We will go forward as a new company that is <span class=""OP"">leaner</span> and fitter, building on the sustained investment of recent years in new products and the autonomous, connected, electric and shared technologies that will drive future demand.""","The dealership has moved to <span class=""OP"">leaner</span> workforce model.","Looking at the slowdown the dealer has moved to <span class=""OP"">leaner</span> workforce and it let go 30 per cent of its sales manpower.","The company's European transformation programme launched in June aimed to develop """"a simpler and <span class=""OP"">leaner</span> organisation, capable of sustainably financing high levels of investment, Tata said.","We will go forward as a transformed company that is <span class=""OP"">leaner</span> and fitter, building on the sustained investment of recent years in new products and the autonomous, connected, electric and shared technologies that will drive future demand,"""" he said.","At the time of the open house, the company was implementing a more efficient layout for <span class=""OP"">leaner</span> workflow.","We are going through a restructuring effort to become a <span class=""OP"">leaner</span> organization in South Boston, VA, USA,"""" Steve McKinney, Sr.","We will go forward as a transformed company that is <span class=""OP"">leaner</span> and fitter, building on the sustained investment of recent years in new products and the autonomous, connected, electric and shared technologies that will drive future demand,"""" he said.","In the mining industry which has been witnessing subdued investment, rising cost pressures and increasing labour issues, a combination of mechanization, efficient extraction of resources and better use of data can make it easier for mine operators to cut costs and create a <span class=""OP"">leaner</span> and more efficient mining operation.","The Siemens Energy spin-off will give the German technology conglomerate „a <span class=""OP"">leaner</span> and thus more agile setup and reduce costs in all areas.","(ABB -0.4% ) says it cutting 113 jobs at its power grids facility in South Boston, Va., 24% of its total workforce at the plant, in order to become """"a <span class=""OP"">leaner</span> and more competitive organization.","K M Sunil, Vice President - Corporate Strategy, said the merger is expected to create a <span class=""OP"">leaner</span> group structure, result in better synergies and optimisation of costs and improved fund utilisation.""""It will also result in PIL having a better capital structure, pooled resources and synchronised growth plans.",,,
lech,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lecher,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lecherous,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lechery,1,NEG,N,,,,,,,,,,,,,,,,,,,,
led,1,POS,N,,,,,,,,,,,,,,,,,,,,
leech,1,NEG,N,,,,,,,,,,,,,,,,,,,,
leer,1,NEG,N,,,,,,,,,,,,,,,,,,,,
leery,1,NEG,N,,,,,,,,,,,,,,,,,,,,
left-leaning,1,NEG,N,,,,,,,,,,,,,,,,,,,,
legendary,1,POS,N,,,,,,,,,,,,,,,,,,,,
lemon,1,NEG,N,,,,,,,,,,,,,,,,,,,,
lengthy,1,NEG,N,,,,,,,,,,,,,,,,,,,,
